tip_diameter_mm,hub_ratio,blade_angle_deg,blade_count,speed_rpm,blade_profile,flow_rate_m3s,total_pressure_pa,temperature_celsius,efficiency_pct,shaft_power_kw,noise_dba,safety_factor,cost_total,is_feasible,status
1588.96,0.4404,21.18,6,1415,NACA 2412,15.5810,584.81,18.03,71.810,83.543,98.32,17.520,472272.22,1,warning
2977.89,0.3949,30.74,8,1292,Flat Plate,13.9588,528.30,28.84,15.610,492.819,118.63,5.760,2758945.55,1,warning
444.59,0.3979,25.77,4,2131,NACA 0012,2.6331,1176.69,8.91,0.000,0.000,93.23,85.440,1010.56,0,warning
803.29,0.5113,30.46,10,2126,NACA 4412,6.6429,1411.81,19.22,83.160,22.970,94.51,28.390,123794.02,1,warning
2172.08,0.4250,11.93,8,1649,NACA 2412,10.1107,339.79,47.17,41.880,156.315,109.81,6.880,885368.76,1,warning
743.94,0.3304,12.98,8,1516,NACA 0012,14.1207,604.03,46.04,0.000,0.000,97.56,51.780,2384.66,0,warning
2773.31,0.3505,11.99,12,866,NACA 4412,5.5653,1636.12,6.79,23.800,87.403,109.97,11.060,544667.12,1,warning
653.55,0.4254,25.92,10,1643,NACA 2412,3.6176,126.10,8.53,89.260,2.359,58.90,72.800,13740.08,1,warning
2873.93,0.3164,25.77,6,2241,NACA 4412,18.1261,227.10,45.43,13.580,2034.498,140.28,1.950,10945705.47,1,warning
1806.84,0.5150,27.58,4,1743,NACA 4412,5.7238,476.55,12.34,22.970,127.290,106.35,9.980,737528.34,1,warning
2597.48,0.4746,17.73,10,2268,NACA 2412,10.1419,747.28,5.98,18.660,1755.948,155.54,2.690,9367238.12,1,warning
353.73,0.5547,15.42,6,2005,NACA 4412,0.9414,816.54,0.25,0.000,0.000,78.43,175.280,310.42,0,warning
2915.62,0.3265,17.25,6,2348,NACA 0012,13.5386,307.53,41.69,16.810,2289.077,144.15,1.740,12300615.05,1,warning
1240.39,0.5707,10.02,12,2646,NACA 2412,5.4103,259.90,0.88,64.300,46.704,110.04,9.940,253651.30,1,warning
1149.91,0.4450,10.74,4,532,NACA 4412,1.8765,186.50,31.76,77.690,0.373,46.37,233.430,19199.90,1,warning
2934.78,0.5327,16.45,4,2861,NACA 0012,18.4439,1486.04,12.94,21.480,4838.133,167.59,1.440,25864928.37,1,warning
1720.59,0.5535,16.89,10,985,NACA 0012,3.7770,1499.56,-3.12,46.190,19.289,95.76,31.160,123487.37,1,warning
1296.04,0.4019,15.26,4,2862,Flat Plate,10.3580,571.59,-8.40,53.400,126.823,115.09,6.300,695921.02,1,warning
458.54,0.4176,18.57,10,1980,NACA 0012,17.2509,887.08,-5.05,0.000,0.000,98.47,66.190,441.14,0,warning
2768.37,0.4076,18.26,8,1499,NACA 0012,1.3985,324.87,17.52,3.630,518.456,120.64,5.040,2864311.32,1,warning
1424.18,0.5685,11.52,6,2303,NACA 4412,10.9640,692.66,28.72,72.110,93.558,110.12,9.950,514895.74,1,warning
1571.57,0.3581,18.35,10,1159,NACA 2412,17.1268,939.09,-0.98,80.410,37.591,97.86,20.950,216824.23,1,warning
723.08,0.4367,23.87,4,2097,NACA 2412,2.3200,584.51,42.95,70.800,5.972,78.87,38.370,35898.39,1,warning
1114.89,0.4067,32.52,12,2807,NACA 0012,11.3243,882.77,27.79,56.320,75.965,119.68,8.280,407156.45,1,warning
2159.93,0.4775,12.27,8,1003,Flat Plate,15.3785,1649.78,34.65,68.230,40.633,105.72,18.260,271125.93,1,warning
1026.01,0.5571,18.15,8,1351,Flat Plate,6.7629,654.58,7.47,85.600,5.379,82.75,51.360,34141.92,1,warning
1029.39,0.5616,32.47,8,2802,NACA 0012,11.2208,1666.66,1.76,64.980,72.598,119.76,12.300,389753.18,1,warning
1019.34,0.5535,24.44,8,1708,Flat Plate,10.8579,661.07,30.25,85.700,17.507,89.88,33.150,98175.24,1,warning
2687.01,0.3244,26.14,12,2748,NACA 2412,11.0842,616.87,37.99,8.500,2559.587,168.16,1.480,13615137.70,1,warning
462.65,0.3315,20.19,8,652,NACA 0012,14.0891,1100.26,20.29,0.000,0.000,89.49,125.560,573.55,0,warning
2970.43,0.3608,21.63,12,2640,NACA 2412,14.5499,985.20,10.79,8.750,4205.344,178.81,1.340,22347360.99,1,warning
1997.28,0.5982,26.93,4,1164,NACA 2412,8.3685,319.40,12.46,34.040,71.153,94.65,20.970,456335.07,1,warning
1011.27,0.3150,15.71,6,2040,Flat Plate,6.5506,1060.97,47.64,78.790,11.279,95.91,17.680,67644.26,1,warning
2613.01,0.3181,34.87,12,1122,NACA 4412,3.4107,1000.39,13.75,7.300,164.369,118.20,8.280,938355.08,1,warning
1913.14,0.3114,11.08,12,2814,NACA 0012,17.7112,842.94,18.39,53.100,339.790,150.19,2.690,1824512.12,1,warning
2579.09,0.5777,31.35,10,919,NACA 0012,11.3377,1388.73,-8.60,27.770,122.412,111.29,18.130,718042.56,1,warning
2062.94,0.3454,19.54,10,630,NACA 0012,14.8778,719.35,33.20,72.200,18.188,84.71,37.090,136901.36,1,warning
2686.69,0.5870,15.34,12,2097,NACA 0012,9.3613,606.53,48.60,21.860,956.522,148.27,3.480,5125723.99,1,warning
2900.49,0.4375,34.77,10,1680,Flat Plate,17.0670,1889.08,5.90,16.270,1054.181,151.16,3.640,5687513.42,1,warning
627.65,0.3440,32.85,4,724,NACA 4412,6.9049,1639.30,49.33,0.000,0.000,89.89,203.770,2863.67,0,warning
1989.26,0.5727,33.83,8,2243,NACA 2412,1.1608,288.06,33.72,3.520,318.928,120.98,5.440,1727797.20,1,warning
561.51,0.4200,11.97,10,1350,NACA 4412,4.0286,1051.09,-4.27,0.000,0.000,88.77,75.420,809.50,0,warning
1109.59,0.4438,21.46,8,1307,NACA 4412,15.4558,754.45,16.53,91.540,10.979,88.04,38.580,65838.69,1,warning
2577.75,0.3595,21.82,4,1796,NACA 4412,10.5095,1746.91,8.45,13.900,708.143,133.93,3.870,3944239.25,1,warning
1382.43,0.4866,26.45,4,1198,NACA 2412,17.2859,1540.17,2.88,83.970,45.227,99.16,33.520,268544.17,1,warning
1935.02,0.4400,19.92,4,2668,NACA 2412,8.3415,371.66,27.32,25.750,784.356,125.43,3.390,4231477.01,1,warning
1685.90,0.3868,19.22,4,1396,Flat Plate,0.7379,1160.74,47.15,4.730,30.070,102.76,15.160,214300.02,1,warning
2880.18,0.4543,33.66,10,1901,Flat Plate,9.2168,1553.32,1.72,8.770,1381.038,155.81,2.990,7413478.38,1,warning
2599.37,0.5183,30.37,4,1456,NACA 4412,12.1799,1671.54,26.85,20.390,421.025,125.39,6.910,2417849.70,1,warning
633.83,0.3907,13.74,6,2991,NACA 2412,15.8906,976.16,31.98,0.000,0.000,116.57,22.550,1955.24,0,warning
1617.84,0.4017,20.84,6,1119,NACA 0012,5.9929,313.83,28.96,51.630,28.191,83.98,25.990,181566.96,1,warning
473.39,0.4331,28.41,8,1269,Flat Plate,3.8169,1600.40,25.13,0.000,0.000,87.26,97.970,603.61,0,warning
1413.52,0.6000,20.69,6,569,NACA 4412,15.2429,536.35,16.24,80.860,0.710,69.98,162.820,22617.33,1,warning
1587.15,0.5496,30.13,6,1654,Flat Plate,13.5317,841.75,3.99,51.300,87.868,107.14,14.940,493004.39,1,warning
1269.15,0.3982,15.76,10,718,NACA 4412,16.2560,743.82,8.35,0.000,0.000,95.85,67.130,9402.71,0,warning
2568.29,0.4122,23.82,4,2073,Flat Plate,7.8566,961.40,-3.77,9.290,1020.713,135.03,3.090,5593668.56,1,warning
2279.23,0.5476,22.81,6,1527,NACA 2412,18.8156,1560.68,15.28,36.650,327.033,122.68,8.470,1813611.82,1,warning
1107.32,0.3245,34.43,12,906,NACA 0012,17.9531,1984.13,31.22,90.070,4.679,86.81,24.370,29990.00,1,warning
2083.82,0.3779,19.32,8,1503,NACA 4412,15.0357,1572.63,20.69,46.640,273.629,120.53,8.120,1499711.42,1,warning
373.45,0.3079,25.32,12,2224,NACA 4412,2.6492,1610.06,24.14,0.000,0.000,91.87,29.740,200.89,0,warning
2089.94,0.4970,26.48,10,847,Flat Plate,3.8861,907.08,-7.26,19.820,29.200,96.50,27.550,194697.14,1,warning
2899.62,0.4221,28.60,4,2801,NACA 0012,7.4585,1872.00,31.35,4.760,4022.645,168.88,1.340,21558269.72,1,warning
2793.90,0.5493,32.51,10,1173,NACA 2412,10.2285,295.16,42.94,17.690,284.753,110.19,9.640,1598599.69,1,warning
2035.02,0.5285,18.65,6,2015,Flat Plate,13.1197,1846.65,16.86,28.180,353.442,133.84,5.930,1930207.45,1,warning
316.31,0.4402,26.27,12,1891,Flat Plate,16.6482,891.92,49.40,0.000,0.000,88.69,87.370,119.72,0,warning
1847.36,0.3437,14.35,8,2143,NACA 2412,4.6459,420.68,9.93,25.000,187.611,117.93,5.210,1028958.56,1,warning
655.50,0.3748,26.69,10,2571,Flat Plate,4.3366,965.96,37.80,73.450,5.916,88.82,24.290,32581.17,1,warning
1419.81,0.3329,28.62,12,2939,Flat Plate,13.2409,1678.03,-9.25,40.490,225.410,145.43,4.240,1203463.56,1,warning
404.67,0.5194,33.22,10,1817,Flat Plate,7.1076,173.12,8.70,0.000,0.000,74.25,164.460,287.44,0,warning
1231.16,0.3311,28.54,12,1968,NACA 0012,15.8571,1436.59,24.09,70.120,60.864,112.56,10.890,329159.68,1,warning
966.99,0.5785,29.45,10,1572,NACA 4412,12.0780,139.00,32.76,91.110,20.334,72.87,46.600,111260.75,1,warning
916.28,0.3242,34.22,6,568,NACA 4412,2.3400,914.70,0.07,72.370,0.428,61.46,150.730,8193.89,1,warning
2385.36,0.4500,34.42,6,2077,NACA 4412,9.1232,271.57,32.31,14.030,713.747,126.50,3.720,3877992.92,1,warning
1339.58,0.4994,17.23,12,1440,NACA 0012,19.7120,1410.81,26.64,87.800,15.374,102.11,21.260,90142.47,1,warning
1022.05,0.3549,21.28,12,955,NACA 4412,13.0656,1287.37,28.56,0.000,0.000,100.63,36.180,4119.13,0,warning
803.75,0.3317,10.53,6,1311,Flat Plate,7.8385,354.05,2.72,0.000,0.000,90.45,67.640,4009.73,0,warning
1432.83,0.3166,11.72,6,1713,NACA 4412,1.2441,328.37,5.01,20.210,23.052,90.81,13.240,144652.32,1,warning
1953.53,0.4108,24.03,8,2842,NACA 2412,16.6296,1627.87,42.95,26.970,743.104,154.57,2.790,3973748.07,1,warning
2788.80,0.3473,27.51,8,2106,Flat Plate,11.3045,1496.78,16.22,9.800,1464.187,156.23,2.360,7871155.22,1,warning
542.37,0.4465,30.21,4,1574,Flat Plate,16.6760,1093.86,-6.81,0.000,0.000,98.55,111.270,1805.98,0,warning
1572.23,0.3735,30.82,10,1047,NACA 0012,8.8637,150.17,21.66,48.730,18.666,77.35,30.150,116719.73,1,warning
2092.96,0.4259,23.27,4,1750,Flat Plate,9.7073,502.38,35.89,21.850,224.651,112.37,6.620,1293006.29,1,warning
989.22,0.3952,30.85,8,1928,NACA 0012,15.7348,141.80,18.65,87.940,36.506,80.98,23.400,198677.37,1,warning
1021.35,0.3882,34.63,6,1211,NACA 2412,5.1030,1343.41,26.87,64.110,4.923,85.16,46.650,34220.93,1,warning
1148.75,0.3004,20.28,10,887,NACA 4412,16.2908,1006.34,9.71,32.790,0.435,86.23,41.330,9311.39,1,warning
2859.50,0.4110,18.75,10,2147,NACA 0012,15.6634,1029.63,43.82,21.180,1995.366,158.51,2.290,10662673.27,1,warning
1409.18,0.5745,32.07,4,1229,NACA 2412,12.4470,320.55,15.99,66.140,29.456,85.71,36.120,184652.10,1,warning
766.68,0.3171,31.67,6,1689,NACA 0012,12.2532,1845.99,47.80,59.870,0.836,92.43,36.270,7894.70,1,warning
1323.46,0.3709,19.45,10,1820,NACA 4412,6.3395,813.06,47.50,54.820,50.938,100.00,13.300,280183.08,1,warning
2932.55,0.5986,33.53,8,2219,NACA 0012,0.6098,1521.44,-2.62,0.600,2309.442,160.63,2.670,12343386.50,1,warning
2797.66,0.5323,32.27,8,2239,NACA 0012,6.1028,196.16,45.13,5.930,1703.229,138.92,2.590,9127573.94,1,warning
745.32,0.4272,24.19,12,2972,NACA 0012,3.9390,383.18,-1.47,73.540,21.109,92.89,17.120,113261.81,1,warning
415.97,0.5824,29.28,8,1266,NACA 0012,17.0582,685.89,1.67,0.000,0.000,86.40,270.840,367.80,0,warning
1744.89,0.4107,19.20,4,1485,NACA 0012,16.5350,857.99,14.05,67.470,104.498,106.07,12.910,613675.50,1,warning
2289.93,0.5195,32.62,6,2071,NACA 0012,6.9547,1408.95,30.69,12.250,555.996,138.19,4.400,3028045.52,1,warning
2822.43,0.5268,17.08,6,502,Flat Plate,16.6247,203.51,24.81,43.310,34.192,79.00,49.620,342476.62,1,warning
2111.85,0.5352,24.39,12,2950,NACA 4412,19.7814,614.06,-5.50,28.040,1538.814,160.51,2.610,8173959.64,1,warning
2463.37,0.4371,32.49,12,1104,NACA 4412,15.6516,611.14,8.20,32.060,172.522,111.30,11.460,969256.50,1,warning
1878.52,0.3320,27.90,12,2421,NACA 2412,14.7089,955.82,34.98,29.070,383.131,142.92,3.760,2052356.29,1,warning
2826.49,0.5854,21.20,8,2938,NACA 0012,15.8440,1699.76,-3.44,11.460,5042.646,183.53,1.600,26790577.43,1,warning
2913.86,0.5575,34.01,10,2757,NACA 0012,14.0456,1712.11,42.46,9.710,4088.656,179.92,1.630,21732800.18,1,warning
380.87,0.3380,13.02,4,2992,Flat Plate,1.2375,1959.94,16.61,0.000,0.000,98.95,53.390,639.96,0,warning
1005.57,0.3007,16.87,8,1941,NACA 0012,13.9400,1776.92,26.08,80.400,5.057,103.10,16.610,32650.84,1,warning
1553.91,0.4283,13.33,12,1778,NACA 4412,16.5504,1426.61,31.74,76.150,83.077,117.82,10.190,453740.95,1,warning
459.50,0.4719,32.65,10,1839,Flat Plate,5.7061,1058.62,19.87,0.000,0.000,92.15,77.700,433.97,0,warning
2695.72,0.5684,32.68,8,1617,NACA 2412,19.7464,168.42,44.13,25.530,685.585,118.19,5.660,3728370.91,1,warning
1090.55,0.5616,25.44,8,1141,NACA 0012,13.8487,1686.54,4.62,90.030,3.981,91.14,56.140,27843.81,1,warning
762.74,0.5649,34.87,8,1988,Flat Plate,18.5040,1998.11,36.75,0.000,0.000,117.30,39.570,2310.52,0,warning
780.14,0.3104,33.38,10,2913,NACA 0012,1.7084,1371.99,15.16,34.380,9.247,102.53,12.720,51096.12,1,warning
2351.92,0.3491,15.91,6,2417,Flat Plate,19.4749,132.06,25.30,21.370,1051.926,129.15,2.570,5665092.54,1,warning
2362.28,0.5856,26.81,8,2666,NACA 0012,15.0945,988.92,42.94,18.870,1431.197,157.94,2.790,7638164.13,1,warning
2308.70,0.5661,18.71,4,1279,NACA 4412,1.9476,772.82,41.12,9.970,183.454,106.34,12.260,1098460.84,1,warning
2912.42,0.4850,18.96,10,2094,Flat Plate,1.4142,590.78,8.49,1.310,1773.814,152.44,2.550,9493177.60,1,warning
585.41,0.5757,25.93,10,629,NACA 4412,3.6892,1642.61,2.35,0.000,0.000,87.15,171.170,826.31,0,warning
558.68,0.3707,33.87,6,505,NACA 4412,18.9725,171.42,2.34,0.000,0.000,74.57,692.870,1343.38,0,warning
454.67,0.3845,16.23,10,594,NACA 2412,15.4697,738.36,18.07,0.000,0.000,86.41,154.210,433.53,0,warning
611.10,0.4747,28.20,10,1823,Flat Plate,9.2251,1495.24,23.03,0.000,0.000,104.29,48.770,1019.25,0,warning
1437.33,0.4819,12.91,12,1420,Flat Plate,12.1125,1717.84,3.05,77.370,19.964,105.22,18.010,116623.08,1,warning
697.21,0.5172,34.99,10,675,NACA 4412,3.3296,1690.32,35.78,93.750,0.315,67.25,113.240,3128.55,1,warning
1957.48,0.4398,28.17,4,2680,Flat Plate,5.2237,1904.54,34.08,10.840,511.343,141.58,3.270,2790116.67,1,warning
1717.73,0.3568,31.95,10,2244,NACA 4412,4.7641,706.01,47.58,16.500,164.075,126.77,5.440,891436.36,1,warning
1998.53,0.4794,10.77,12,2231,NACA 0012,15.6701,545.75,30.62,56.270,215.703,134.81,4.680,1170707.73,1,warning
2960.63,0.5823,22.44,12,2550,NACA 4412,4.9223,1113.87,40.89,4.150,3417.377,173.81,1.920,18166324.54,1,warning
1331.98,0.5444,16.63,8,2119,NACA 2412,18.2389,1997.96,-6.50,84.490,92.505,118.64,12.330,501897.43,1,warning
395.98,0.3030,19.15,10,732,NACA 4412,17.1144,1225.83,-1.32,0.000,0.000,91.31,68.550,287.26,0,warning
2582.85,0.3026,32.12,8,1508,NACA 2412,12.6157,1415.23,39.09,17.640,379.148,131.35,5.030,2105333.15,1,warning
1897.94,0.3380,20.02,12,1322,NACA 0012,15.3165,192.61,46.93,59.470,95.631,92.84,12.650,532305.65,1,warning
1150.18,0.5424,18.24,4,1340,NACA 4412,13.2591,961.70,47.56,91.330,10.770,89.76,42.550,73183.63,1,warning
1891.08,0.4287,25.76,8,2078,Flat Plate,3.8154,1073.65,4.01,11.180,222.320,128.87,5.650,1214621.86,1,warning
859.43,0.5094,13.44,4,2620,NACA 0012,17.5342,651.56,38.74,0.000,0.000,117.64,19.270,6934.88,0,warning
1364.29,0.4577,25.64,12,2705,Flat Plate,15.1018,1099.35,46.21,50.740,153.107,130.12,6.410,819455.18,1,warning
348.74,0.4139,29.78,10,1042,NACA 2412,12.4695,768.62,-3.95,0.000,0.000,85.97,151.540,194.29,0,warning
718.81,0.3723,19.87,4,1681,NACA 2412,0.9426,1093.20,4.13,55.800,1.991,77.15,53.610,14825.04,1,warning
659.03,0.5802,17.95,10,2464,NACA 0012,1.2711,253.91,30.14,69.610,3.219,71.46,40.530,18193.03,1,warning
2049.79,0.5301,29.68,10,663,NACA 0012,11.7286,346.69,-2.18,50.590,21.115,81.65,51.370,148731.34,1,warning
2606.82,0.3904,26.40,6,1703,NACA 0012,3.6022,274.34,39.23,5.070,512.158,115.46,4.350,2845338.29,1,warning
1280.29,0.3868,10.76,8,2853,NACA 0012,15.8077,489.51,15.87,78.560,56.119,120.07,6.330,308978.58,1,warning
2681.19,0.4086,30.90,6,813,NACA 2412,13.8272,109.91,-0.66,29.290,101.448,87.06,18.340,684054.77,1,warning
1873.45,0.4872,27.42,10,1028,NACA 0012,15.3175,1758.93,25.37,52.060,46.860,104.76,21.350,277050.22,1,warning
2459.76,0.5806,23.16,6,1570,NACA 0012,7.5380,1943.00,44.29,14.790,339.582,126.24,7.280,1898004.90,1,warning
1875.09,0.4425,34.48,6,1231,NACA 2412,14.8961,1893.91,8.25,46.760,77.222,111.30,15.960,458359.94,1,warning
1349.65,0.4637,32.43,8,2912,NACA 2412,15.1559,358.45,-7.31,50.700,227.863,124.92,5.970,1219187.80,1,warning
1796.02,0.5942,28.65,12,2788,NACA 2412,10.1985,814.81,45.48,26.460,462.148,144.45,4.440,2464227.79,1,warning
2643.66,0.5182,24.56,6,2363,Flat Plate,7.5068,1918.28,15.74,7.970,1649.145,158.23,2.540,8857688.24,1,warning
947.31,0.3008,29.00,12,1612,Flat Plate,15.4954,1818.30,8.15,86.820,10.486,97.71,17.160,58752.76,1,warning
1776.44,0.3459,21.93,8,2421,NACA 0012,16.9883,127.62,20.60,41.790,374.285,114.05,4.470,2012438.95,1,warning
1694.02,0.3435,15.19,12,2507,NACA 2412,4.6264,1988.56,12.84,26.120,213.605,143.10,4.090,1148757.75,1,warning
685.69,0.3714,16.57,10,1590,Flat Plate,19.9764,1246.34,27.54,0.000,0.000,105.27,41.390,1490.07,0,warning
2030.53,0.5400,19.17,8,1125,NACA 2412,3.4406,270.00,39.51,25.040,67.967,89.07,19.510,404168.38,1,warning
2784.70,0.3987,17.60,6,2341,NACA 0012,7.8502,406.91,46.15,12.110,1845.344,142.76,2.040,9927409.65,1,warning
2372.91,0.4265,15.12,6,1822,Flat Plate,17.4858,1842.00,19.62,24.910,522.118,137.91,4.680,2863624.01,1,warning
601.39,0.3168,29.80,10,2741,NACA 4412,16.1535,1753.31,39.76,0.000,0.000,117.73,19.330,1007.34,0,warning
1579.44,0.3014,32.37,10,1545,NACA 0012,6.7704,1846.81,37.09,31.970,41.794,110.70,10.550,239301.73,1,warning
2240.64,0.4726,34.42,10,2971,NACA 2412,9.0063,1360.04,47.89,11.790,1400.708,164.90,2.090,7460024.63,1,warning
1162.16,0.3083,31.62,6,2432,NACA 0012,10.9792,536.49,28.48,55.090,55.838,103.88,9.880,307474.90,1,warning
1212.09,0.4193,29.01,6,1505,Flat Plate,4.1392,1935.78,29.23,41.380,12.707,99.41,23.750,80779.16,1,warning
1703.28,0.4798,33.92,10,1256,NACA 2412,11.6794,1124.99,5.25,48.170,53.260,104.45,18.640,303756.54,1,warning
1553.27,0.5124,24.76,6,1159,NACA 0012,6.6804,606.62,43.78,43.230,20.861,90.19,29.730,137587.65,1,warning
594.83,0.4087,33.12,8,617,NACA 2412,8.3951,1552.47,17.03,0.000,0.000,90.22,120.530,1206.86,0,warning
2239.07,0.5692,11.94,10,2414,Flat Plate,11.2743,1603.88,-1.23,39.890,497.648,155.53,3.630,2679134.02,1,warning
591.98,0.4969,23.41,12,2064,Flat Plate,2.0907,569.60,14.69,75.370,1.903,73.51,52.660,10835.92,1,warning
638.53,0.5552,34.63,12,790,Flat Plate,7.2113,76.09,-2.43,0.000,0.000,63.43,362.450,912.49,0,warning
976.70,0.4437,14.25,4,1663,NACA 0012,4.5859,1472.22,33.03,80.580,4.826,91.42,32.900,36088.84,1,warning
1184.44,0.5677,17.58,12,1150,NACA 4412,10.2348,507.44,47.94,89.990,8.374,79.87,51.590,50049.93,1,warning
2878.83,0.4034,11.08,12,1604,NACA 2412,17.2192,890.23,-3.69,35.490,581.346,140.98,3.940,3166665.03,1,warning
1993.14,0.3178,19.61,4,759,NACA 2412,7.2616,1843.04,13.16,49.020,25.487,96.33,32.000,226509.07,1,warning
376.09,0.3499,30.66,6,2782,NACA 0012,15.4215,1750.87,40.67,0.000,0.000,105.63,53.160,410.60,0,warning
2557.17,0.5313,26.85,6,607,NACA 0012,8.6343,1616.93,45.10,30.020,29.164,97.31,38.740,274035.16,1,warning
1986.87,0.3012,25.70,10,1074,NACA 2412,18.1434,568.00,21.28,50.660,66.357,99.24,15.850,387306.78,1,warning
2502.37,0.3786,14.22,10,2531,NACA 4412,9.1376,1549.20,44.03,17.670,1414.821,162.09,2.070,7556732.61,1,warning
353.14,0.5322,19.35,8,2459,NACA 4412,11.0573,1445.05,3.27,0.000,0.000,99.28,93.130,236.36,0,warning
2027.37,0.4929,27.17,8,986,NACA 2412,8.8499,787.28,33.37,35.160,44.541,97.70,22.880,281635.92,1,warning
2815.15,0.5816,26.41,8,2925,NACA 0012,18.1729,1194.90,24.98,13.050,4497.637,177.45,1.620,23906598.83,1,warning
1727.41,0.5251,23.64,12,839,NACA 2412,13.7285,1356.02,44.33,75.230,31.279,92.14,35.510,184011.00,1,warning
1357.80,0.3017,34.15,4,2744,NACA 4412,13.9013,1596.06,-7.75,47.860,174.614,125.89,5.690,952675.61,1,warning
932.33,0.5784,15.13,8,652,NACA 4412,3.9740,795.88,23.98,63.420,0.058,63.16,209.470,4481.91,1,warning
2449.21,0.3443,34.73,10,1895,NACA 0012,11.9126,1786.71,35.04,15.650,575.350,144.21,3.610,3111651.96,1,warning
1930.25,0.4159,25.06,10,2598,NACA 0012,14.2565,1644.35,40.22,25.720,522.181,151.08,3.380,2795270.38,1,warning
2642.89,0.3892,28.77,12,2113,Flat Plate,1.1830,454.16,8.41,1.350,1085.822,151.88,2.720,5814914.25,1,warning
694.88,0.4681,34.43,4,2612,NACA 4412,15.1471,716.86,-7.41,91.350,11.462,94.69,27.900,64387.65,1,warning
1663.85,0.5815,23.53,10,1340,NACA 0012,7.4026,76.23,46.37,39.310,41.902,79.13,22.070,240522.58,1,warning
2094.92,0.4479,19.30,8,1856,Flat Plate,13.8802,1182.61,21.76,27.640,307.339,129.44,5.890,1677826.42,1,warning
1383.09,0.5613,27.12,8,1814,NACA 4412,13.7843,1850.86,-6.38,65.720,99.572,113.60,15.950,540572.75,1,warning
2779.58,0.5820,21.50,10,2398,NACA 4412,7.2071,1416.67,9.53,7.540,2387.479,169.64,2.460,12717593.53,1,warning
408.68,0.4371,18.51,4,758,Flat Plate,11.1174,1063.44,2.66,0.000,0.000,88.21,482.680,775.54,0,warning
2252.89,0.4312,32.28,10,1270,NACA 4412,13.4077,1730.58,26.14,31.380,156.051,119.65,9.810,877599.33,1,warning
2175.56,0.3523,20.25,8,2221,NACA 0012,14.9936,624.89,10.01,33.990,789.428,134.99,3.520,4235667.62,1,warning
2673.55,0.4565,22.33,4,1821,Flat Plate,9.4611,1721.72,20.10,11.420,808.277,135.21,3.870,4491148.06,1,warning
1180.89,0.3469,13.75,6,2620,NACA 0012,13.3702,821.59,-7.02,80.070,49.473,112.18,8.470,274407.19,1,warning
1988.93,0.5044,12.12,8,1347,NACA 2412,4.4156,1376.55,41.56,34.390,54.103,108.29,12.980,329339.74,1,warning
1928.95,0.3904,29.32,10,2580,NACA 2412,1.4735,1513.73,41.69,3.570,392.677,148.56,3.340,2110336.17,1,warning
1247.95,0.5491,12.42,4,2520,NACA 0012,5.8195,1003.83,7.13,64.260,44.467,108.74,10.500,255799.00,1,warning
2473.84,0.4368,21.39,12,807,Flat Plate,5.3653,1829.09,30.14,17.000,48.939,106.11,16.710,316235.99,1,warning
1827.08,0.5879,13.67,8,2615,NACA 0012,16.8815,1339.18,24.98,61.020,355.186,137.64,4.830,1909888.44,1,warning
2120.08,0.3507,18.14,10,1099,Flat Plate,1.3063,1418.72,5.51,5.200,52.299,109.37,12.830,320775.21,1,warning
1891.88,0.3693,27.92,8,752,Flat Plate,10.6639,1514.61,7.10,47.940,17.500,95.07,31.340,131684.99,1,warning
2566.01,0.3170,22.31,6,678,NACA 0012,8.8861,538.22,32.56,25.440,37.407,92.13,25.430,328311.22,1,warning
1149.19,0.4091,20.99,6,2965,Flat Plate,2.5774,1061.71,-6.18,20.720,61.798,116.87,7.400,338524.22,1,warning
908.49,0.3186,29.55,8,1779,NACA 0012,4.0333,1319.33,39.96,57.170,6.489,91.00,24.460,38657.31,1,warning
1454.49,0.5682,30.87,10,1319,NACA 2412,16.3947,1366.34,7.46,71.570,54.352,102.51,26.200,300275.06,1,warning
2146.04,0.4831,13.80,12,1222,Flat Plate,11.3891,764.55,48.42,51.470,72.186,105.70,12.910,418457.41,1,warning
2469.13,0.5647,12.71,6,2692,NACA 4412,11.3121,715.43,37.14,25.280,1541.604,147.72,2.420,8259600.12,1,warning
1605.93,0.4616,31.06,8,2725,NACA 2412,15.8881,672.31,37.59,40.720,314.776,133.05,4.790,1688434.28,1,warning
2988.42,0.5082,12.59,10,694,NACA 4412,14.2380,539.84,13.69,48.170,92.737,96.91,21.760,607315.56,1,warning
2654.70,0.4512,34.97,8,2897,Flat Plate,3.1597,900.75,-2.54,2.680,3092.985,173.24,1.540,16467549.45,1,warning
616.92,0.3221,11.26,6,1065,NACA 2412,2.1536,1193.12,32.85,0.000,0.000,82.17,103.490,1812.86,0,warning
2553.47,0.4538,13.86,8,2060,NACA 0012,11.6847,1312.23,39.43,28.000,637.719,143.04,3.270,3467474.96,1,warning
2569.79,0.5591,27.21,8,1802,NACA 2412,2.2155,866.96,27.29,3.800,610.887,135.50,4.910,3320477.57,1,warning
2641.74,0.5134,32.39,6,1693,Flat Plate,17.1097,1243.46,11.57,21.520,719.272,130.99,4.910,3938822.73,1,warning
1289.07,0.3557,28.89,12,2013,NACA 0012,17.5633,1909.09,14.51,67.990,80.707,119.50,9.560,435190.03,1,warning
473.72,0.5782,33.40,8,2276,NACA 4412,12.4073,1974.73,36.87,0.000,0.000,106.61,70.950,545.80,0,warning
